date,item_id,price,sales_volume
2023-02-15,item_2,433.11,1
2023-02-16,item_1,154.13,53
2023-02-16,item_2,455.58,4
2023-02-17,item_1,149.55,51
2023-02-17,item_2,444.28,4
2023-02-18,item_1,150.38,66
2023-02-18,item_2,439.29,7
2023-02-19,item_1,149.48,61
2023-02-19,item_2,444.38,8
2023-02-20,item_1,150.05,56
2023-02-20,item_2,448.34,9
2023-02-21,item_1,146.71,68
2023-02-21,item_2,444.56,3
2023-02-22,item_1,145.68,61
2023-02-22,item_2,430.15,4
2023-02-23,item_1,154.78,67
2023-02-23,item_2,458.07,0
2023-02-24,item_1,147.46,61
2023-02-24,item_2,461.47,2
2023-02-25,item_1,147.03,72
2023-02-25,item_2,455.86,7
2023-02-26,item_1,143.54,70
2023-02-26,item_2,439.76,9
2023-02-27,item_1,148.08,61
2023-02-27,item_2,448.19,0
2023-02-28,item_1,146.03,67
2023-02-28,item_2,449.94,2
2023-03-01,item_1,154.93,66
2023-03-01,item_2,455.39,4
2023-03-02,item_1,153.03,70
2023-03-02,item_2,456.02,5
2023-03-03,item_1,147.94,58
2023-03-03,item_2,443.39,1
2023-03-04,item_1,156.76,67
2023-03-04,item_2,450.74,5
2023-03-05,item_1,152.95,69
2023-03-05,item_2,454.12,2
2023-03-06,item_1,149.03,55
2023-03-06,item_2,463.1,4
2023-03-07,item_1,142.5,58
2023-03-07,item_2,456.34,5
2023-03-08,item_1,156.87,54
2023-03-08,item_2,457.1,4
2023-03-09,item_1,145.83,63
2023-03-09,item_2,450.75,2
2023-03-10,item_1,145.06,68
2023-03-10,item_2,462.69,3
2023-03-11,item_1,153.07,72
2023-03-11,item_2,453.69,3
2023-03-12,item_1,157.32,65
2023-03-12,item_2,442.25,2
2023-03-13,item_1,154.15,73
2023-03-13,item_2,462.63,3
2023-03-14,item_1,151.69,59
2023-03-14,item_2,456.28,8
2023-03-15,item_1,151.78,57
2023-03-15,item_2,446.01,5
2023-03-16,item_1,152.56,66
2023-03-16,item_2,445.68,2
2023-03-17,item_1,152.28,68
2023-03-17,item_2,452.67,5
2023-03-18,item_1,150.84,66
2023-03-18,item_2,454.17,2
2023-03-19,item_1,150.31,56
2023-03-19,item_2,451.78,7
2023-03-20,item_1,149.81,66
2023-03-20,item_2,452.8,4
2023-03-21,item_1,147.74,60
2023-03-21,item_2,465.3,3
2023-03-22,item_1,149.16,70
2023-03-22,item_2,459.64,5
2023-03-23,item_1,144.92,69
2023-03-23,item_2,451.72,0
2023-03-24,item_1,149.7,62
2023-03-24,item_2,458.47,0
2023-03-25,item_1,147.03,65
2023-03-25,item_2,440.71,0
2023-03-26,item_1,146.69,62
2023-03-26,item_2,453.58,4
2023-03-27,item_1,150.54,67
2023-03-27,item_2,466.28,9
2023-03-28,item_1,154.18,72
2023-03-28,item_2,448.04,10
2023-03-29,item_1,152.75,63
2023-03-29,item_2,442.37,5
2023-03-30,item_1,145.29,70
2023-03-30,item_2,444.13,5
2023-03-31,item_1,147.03,65
2023-03-31,item_2,440.19,0
2023-04-01,item_1,152.82,64
2023-04-01,item_2,442.94,2
2023-04-02,item_1,147.05,67
2023-04-02,item_2,446.67,1
2023-04-03,item_1,149.33,63
2023-04-03,item_2,437.35,2
2023-04-04,item_1,151.65,65
2023-04-04,item_2,450.14,3
2023-04-05,item_1,147.09,62
2023-04-05,item_2,458.12,2
2023-04-06,item_1,150.32,78
2023-04-06,item_2,441.83,0
2023-04-07,item_1,146.0,68
2023-04-07,item_2,463.67,6
2023-04-08,item_1,148.2,65
2023-04-08,item_2,454.6,0
2023-04-09,item_1,150.96,69
2023-04-09,item_2,459.28,4
2023-04-10,item_1,145.22,68
2023-04-10,item_2,444.08,10
2023-04-11,item_1,151.32,67
2023-04-11,item_2,457.69,1
2023-04-12,item_1,149.94,71
2023-04-12,item_2,440.17,0
2023-04-13,item_1,151.66,72
2023-04-13,item_2,458.01,3
2023-04-14,item_1,150.67,66
2023-04-14,item_2,451.55,7
2023-04-15,item_1,154.09,65
2023-04-15,item_2,454.98,10
2023-04-16,item_1,150.38,67
2023-04-16,item_2,439.42,0
2023-04-17,item_1,148.71,57
2023-04-17,item_2,441.94,6
2023-04-18,item_1,150.37,60
2023-04-18,item_2,455.38,3
2023-04-19,item_1,151.63,75
2023-04-19,item_2,441.46,4
2023-04-20,item_1,150.15,76
2023-04-20,item_2,454.17,12
2023-04-21,item_1,150.12,67
2023-04-21,item_2,437.7,0
2023-04-22,item_1,147.89,71
2023-04-22,item_2,457.63,5
2023-04-23,item_1,148.01,69
2023-04-23,item_2,438.91,6
2023-04-24,item_1,145.79,83
2023-04-24,item_2,454.97,8
2023-04-25,item_1,155.25,73
2023-04-25,item_2,455.63,5
2023-04-26,item_1,146.27,67
2023-04-26,item_2,443.73,6
2023-04-27,item_1,147.92,63
2023-04-27,item_2,455.24,4
2023-04-28,item_1,147.84,59
2023-04-28,item_2,452.34,6
2023-04-29,item_1,152.68,68
2023-04-29,item_2,445.15,4
2023-04-30,item_1,149.12,63
2023-04-30,item_2,440.92,7
2023-05-01,item_1,153.74,60
2023-05-01,item_2,432.34,4
2023-05-02,item_1,147.98,64
2023-05-02,item_2,453.15,7
2023-05-03,item_1,150.84,61
2023-05-03,item_2,435.92,6
2023-05-04,item_1,147.49,75
2023-05-04,item_2,450.86,9
2023-05-05,item_1,156.44,71
2023-05-05,item_2,447.63,6
2023-05-06,item_1,146.44,66
2023-05-06,item_2,456.11,1
2023-05-07,item_1,150.93,73
2023-05-07,item_2,447.28,10
2023-05-08,item_1,151.9,66
2023-05-08,item_2,447.03,3
2023-05-09,item_1,151.24,61
2023-05-09,item_2,456.59,4
2023-05-10,item_1,149.44,73
2023-05-10,item_2,453.02,5
2023-05-11,item_1,149.61,68
2023-05-11,item_2,452.85,11
2023-05-12,item_1,150.13,60
2023-05-12,item_2,454.22,0
2023-05-13,item_1,149.56,64
2023-05-13,item_2,436.18,16
2023-05-14,item_1,152.89,60
2023-05-14,item_2,456.81,10
2023-05-15,item_1,156.63,58
2023-05-15,item_2,455.51,8
2023-05-16,item_1,148.33,69
2023-05-16,item_2,440.85,7
2023-05-17,item_1,145.89,74
2023-05-17,item_2,447.8,8
2023-05-18,item_1,149.74,57
2023-05-18,item_2,449.65,9
2023-05-19,item_1,157.74,66
2023-05-19,item_2,448.79,10
2023-05-20,item_1,147.59,60
2023-05-20,item_2,453.0,9
2023-05-21,item_1,154.92,61
2023-05-21,item_2,462.88,8
2023-05-22,item_1,155.03,60
2023-05-22,item_2,459.74,7
2023-05-23,item_1,148.34,58
2023-05-23,item_2,438.19,8
2023-05-24,item_1,151.71,63
2023-05-24,item_2,455.6,8
2023-05-25,item_1,154.89,58
2023-05-25,item_2,461.96,12
2023-05-26,item_1,148.86,63
2023-05-26,item_2,453.48,10
2023-05-27,item_1,149.39,61
2023-05-27,item_2,459.82,0
2023-05-28,item_1,148.25,60
2023-05-28,item_2,468.11,11
2023-05-29,item_1,146.96,57
2023-05-29,item_2,459.21,10
2023-05-30,item_1,148.05,58
2023-05-30,item_2,452.24,9
2023-05-31,item_1,146.33,64
2023-05-31,item_2,459.41,8
2023-06-01,item_1,150.1,63
2023-06-01,item_2,451.3,13
2023-06-02,item_1,147.69,55
2023-06-02,item_2,450.22,13
2023-06-03,item_1,150.7,60
2023-06-03,item_2,446.84,8
2023-06-04,item_1,145.33,63
2023-06-04,item_2,464.07,11
2023-06-05,item_1,150.99,51
2023-06-05,item_2,442.63,7
2023-06-06,item_1,152.5,61
2023-06-06,item_2,463.79,6
2023-06-07,item_1,144.02,55
2023-06-07,item_2,454.5,9
2023-06-08,item_1,151.12,61
2023-06-08,item_2,437.41,13
2023-06-09,item_1,153.68,54
2023-06-09,item_2,453.31,14
2023-06-10,item_1,146.37,48
2023-06-10,item_2,431.1,13
2023-06-11,item_1,155.02,49
2023-06-11,item_2,455.63,13
2023-06-12,item_1,151.26,57
2023-06-12,item_2,457.97,13
2023-06-13,item_1,147.88,58
2023-06-13,item_2,444.67,10
2023-06-14,item_1,149.83,52
2023-06-14,item_2,451.11,13
2023-06-15,item_1,151.67,59
2023-06-15,item_2,467.59,14
2023-06-16,item_1,150.23,47
2023-06-16,item_2,445.45,14
2023-06-17,item_1,151.62,55
2023-06-17,item_2,440.47,16
2023-06-18,item_1,147.24,49
2023-06-18,item_2,463.33,15
2023-06-19,item_1,150.51,51
2023-06-19,item_2,467.66,14
2023-06-20,item_1,145.76,55
2023-06-20,item_2,450.03,16
2023-06-21,item_1,149.67,50
2023-06-21,item_2,459.1,13
2023-06-22,item_1,147.29,52
2023-06-22,item_2,462.07,10
2023-06-23,item_1,147.79,58
2023-06-23,item_2,443.32,13
2023-06-24,item_1,153.71,50
2023-06-24,item_2,445.63,11
2023-06-25,item_1,153.27,57
2023-06-25,item_2,461.08,12
2023-06-26,item_1,151.83,47
2023-06-26,item_2,465.17,13
2023-06-27,item_1,146.72,55
2023-06-27,item_2,455.07,12
2023-06-28,item_1,149.05,59
2023-06-28,item_2,442.08,13
2023-06-29,item_1,153.64,39
2023-06-29,item_2,467.88,9
2023-06-30,item_1,150.43,47
2023-06-30,item_2,445.22,15
2023-07-01,item_1,156.96,53
2023-07-01,item_2,446.98,15
2023-07-02,item_1,151.18,49
2023-07-02,item_2,453.08,12
2023-07-03,item_1,150.58,52
2023-07-03,item_2,463.99,17
2023-07-04,item_1,149.07,46
2023-07-04,item_2,457.69,18
2023-07-05,item_1,150.4,50
2023-07-05,item_2,453.73,11
2023-07-06,item_1,149.54,48
2023-07-06,item_2,454.17,13
2023-07-07,item_1,152.12,54
2023-07-07,item_2,450.39,14
2023-07-08,item_1,152.87,49
2023-07-08,item_2,455.02,13
2023-07-09,item_1,147.64,49
2023-07-09,item_2,427.23,19
2023-07-10,item_1,146.01,45
2023-07-10,item_2,447.33,16
2023-07-11,item_1,144.49,45
2023-07-11,item_2,452.17,16
2023-07-12,item_1,151.52,45
2023-07-12,item_2,439.64,11
2023-07-13,item_1,146.69,48
2023-07-13,item_2,453.48,19
2023-07-14,item_1,143.54,44
2023-07-14,item_2,448.16,13
2023-07-15,item_1,151.17,47
2023-07-15,item_2,465.8,17
2023-07-16,item_1,157.48,56
2023-07-16,item_2,464.16,18
2023-07-17,item_1,149.98,49
2023-07-17,item_2,445.81,22
2023-07-18,item_1,152.52,43
2023-07-18,item_2,448.64,14
2023-07-19,item_1,150.25,50
2023-07-19,item_2,449.33,9
2023-07-20,item_1,149.7,42
2023-07-20,item_2,445.94,19
2023-07-21,item_1,152.76,34
2023-07-21,item_2,451.76,24
2023-07-22,item_1,149.13,38
2023-07-22,item_2,443.18,22
2023-07-23,item_1,150.8,34
2023-07-23,item_2,439.82,19
2023-07-24,item_1,150.97,41
2023-07-24,item_2,455.6,17
2023-07-25,item_1,148.0,43
2023-07-25,item_2,455.67,21
2023-07-26,item_1,152.98,51
2023-07-26,item_2,442.76,16
2023-07-27,item_1,149.48,43
2023-07-27,item_2,458.06,21
2023-07-28,item_1,147.73,40
2023-07-28,item_2,444.32,21
2023-07-29,item_1,151.61,45
2023-07-29,item_2,452.28,23
2023-07-30,item_1,147.3,30
2023-07-30,item_2,457.38,28
2023-07-31,item_1,150.08,42
2023-07-31,item_2,449.7,21
2023-08-01,item_1,149.97,44
2023-08-01,item_2,454.09,19
2023-08-02,item_1,153.26,33
2023-08-02,item_2,445.35,20
2023-08-03,item_1,151.42,45
2023-08-03,item_2,448.23,15
2023-08-04,item_1,149.92,41
2023-08-04,item_2,448.15,19
2023-08-05,item_1,152.45,37
2023-08-05,item_2,443.28,20
2023-08-06,item_1,154.17,42
2023-08-06,item_2,448.41,19
2023-08-07,item_1,151.67,50
2023-08-07,item_2,436.06,22
2023-08-08,item_1,150.03,39
2023-08-08,item_2,445.58,19
2023-08-09,item_1,146.06,39
2023-08-09,item_2,447.44,25
2023-08-10,item_1,146.8,36
2023-08-10,item_2,447.69,22
2023-08-11,item_1,149.08,33
2023-08-11,item_2,447.83,22
2023-08-12,item_1,148.17,42
2023-08-12,item_2,449.44,21
2023-08-13,item_1,149.44,33
2023-08-13,item_2,454.31,22
2023-08-14,item_1,150.17,37
2023-08-14,item_2,457.87,25
2023-08-15,item_1,151.59,34
2023-08-15,item_2,444.15,20
2023-08-16,item_1,149.79,39
2023-08-16,item_2,439.17,20
2023-08-17,item_1,151.46,38
2023-08-17,item_2,440.62,22
2023-08-18,item_1,150.19,41
2023-08-18,item_2,445.62,19
2023-08-19,item_1,144.07,33
2023-08-19,item_2,446.83,20
2023-08-20,item_1,147.18,34
2023-08-20,item_2,443.07,22
2023-08-21,item_1,149.57,30
2023-08-21,item_2,438.33,26
2023-08-22,item_1,146.37,33
2023-08-22,item_2,445.89,24
2023-08-23,item_1,151.8,37
2023-08-23,item_2,451.63,24
2023-08-24,item_1,154.59,39
2023-08-24,item_2,455.36,26
2023-08-25,item_1,153.66,30
2023-08-25,item_2,444.98,23
2023-08-26,item_1,149.36,39
2023-08-26,item_2,446.28,25
2023-08-27,item_1,154.47,41
2023-08-27,item_2,441.66,24
2023-08-28,item_1,150.45,36
2023-08-28,item_2,449.72,25
2023-08-29,item_1,148.99,43
2023-08-29,item_2,442.36,22
2023-08-30,item_1,148.16,30
2023-08-30,item_2,455.16,17
2023-08-31,item_1,149.09,27
2023-08-31,item_2,433.93,24
2023-09-01,item_1,148.84,25
2023-09-01,item_2,446.76,29
2023-09-02,item_1,150.51,41
2023-09-02,item_2,452.71,27
2023-09-03,item_1,150.48,36
2023-09-03,item_2,451.65,27
2023-09-04,item_1,150.01,33
2023-09-04,item_2,474.24,28
2023-09-05,item_1,151.31,34
2023-09-05,item_2,453.15,25
2023-09-06,item_1,153.57,27
2023-09-06,item_2,440.96,25
2023-09-07,item_1,152.85,45
2023-09-07,item_2,449.14,23
2023-09-08,item_1,145.55,33
2023-09-08,item_2,434.01,24
2023-09-09,item_1,142.34,33
2023-09-09,item_2,449.27,27
2023-09-10,item_1,152.8,36
2023-09-10,item_2,442.5,29
2023-09-11,item_1,145.9,35
2023-09-11,item_2,458.24,25
2023-09-12,item_1,149.33,33
2023-09-12,item_2,445.05,24
2023-09-13,item_1,146.49,28
2023-09-13,item_2,448.95,26
2023-09-14,item_1,144.59,34
2023-09-14,item_2,444.28,27
2023-09-15,item_1,151.62,41
2023-09-15,item_2,465.65,21
2023-09-16,item_1,152.28,39
2023-09-16,item_2,447.11,19
2023-09-17,item_1,148.27,40
2023-09-17,item_2,466.49,24
2023-09-18,item_1,142.23,29
2023-09-18,item_2,457.33,22
2023-09-19,item_1,148.36,27
2023-09-19,item_2,454.34,24
2023-09-20,item_1,151.18,31
2023-09-20,item_2,453.32,26
2023-09-21,item_1,145.56,32
2023-09-21,item_2,453.54,25
2023-09-22,item_1,150.55,37
2023-09-22,item_2,432.65,30
2023-09-23,item_1,149.95,23
2023-09-23,item_2,447.49,27
2023-09-24,item_1,151.74,39
2023-09-24,item_2,457.61,27
2023-09-25,item_1,150.36,31
2023-09-25,item_2,449.56,28
2023-09-26,item_1,147.08,30
2023-09-26,item_2,437.35,23
2023-09-27,item_1,153.59,27
2023-09-27,item_2,449.53,29
2023-09-28,item_1,149.52,24
2023-09-28,item_2,465.34,26
2023-09-29,item_1,149.92,36
2023-09-29,item_2,461.22,28
2023-09-30,item_1,147.2,32
2023-09-30,item_2,449.44,23
2023-10-01,item_1,148.67,26
2023-10-01,item_2,458.56,22
2023-10-02,item_1,147.35,26
2023-10-02,item_2,446.7,29
2023-10-03,item_1,149.48,30
2023-10-03,item_2,434.67,28
2023-10-04,item_1,155.14,41
2023-10-04,item_2,441.68,24
2023-10-05,item_1,145.88,31
2023-10-05,item_2,464.07,24
2023-10-06,item_1,145.16,25
2023-10-06,item_2,447.53,30
2023-10-07,item_1,154.41,31
2023-10-07,item_2,447.81,23
2023-10-08,item_1,149.37,31
2023-10-08,item_2,447.3,32
2023-10-09,item_1,147.99,19
2023-10-09,item_2,467.14,24
2023-10-10,item_1,153.12,33
2023-10-10,item_2,464.63,29
2023-10-11,item_1,148.18,32
2023-10-11,item_2,469.97,26
2023-10-12,item_1,155.48,37
2023-10-12,item_2,448.57,29
2023-10-13,item_1,152.03,42
2023-10-13,item_2,452.66,25
2023-10-14,item_1,148.54,39
2023-10-14,item_2,436.35,26
2023-10-15,item_1,156.47,32
2023-10-15,item_2,463.29,27
2023-10-16,item_1,148.18,28
2023-10-16,item_2,439.49,24
2023-10-17,item_1,152.23,47
2023-10-17,item_2,451.95,29
2023-10-18,item_1,150.9,34
2023-10-18,item_2,440.12,25
2023-10-19,item_1,153.91,34
2023-10-19,item_2,444.7,26
2023-10-20,item_1,154.68,34
2023-10-20,item_2,442.46,24
2023-10-21,item_1,150.1,35
2023-10-21,item_2,444.53,19
2023-10-22,item_1,147.74,34
2023-10-22,item_2,445.15,26
2023-10-23,item_1,151.38,32
2023-10-23,item_2,445.07,34
2023-10-24,item_1,147.97,32
2023-10-24,item_2,457.5,29
2023-10-25,item_1,156.04,35
2023-10-25,item_2,440.06,26
2023-10-26,item_1,150.41,33
2023-10-26,item_2,451.98,26
2023-10-27,item_1,148.9,32
2023-10-27,item_2,460.96,27
2023-10-28,item_1,150.55,37
2023-10-28,item_2,445.38,28
2023-10-29,item_1,145.96,35
2023-10-29,item_2,443.54,23
2023-10-30,item_1,147.09,44
2023-10-30,item_2,447.93,30
2023-10-31,item_1,153.6,23
2023-10-31,item_2,460.62,28
2023-11-01,item_1,148.03,42
2023-11-01,item_2,451.75,28
2023-11-02,item_1,146.86,43
2023-11-02,item_2,445.22,28
2023-11-03,item_1,151.61,27
2023-11-03,item_2,454.35,26
2023-11-04,item_1,153.56,36
2023-11-04,item_2,440.08,28
2023-11-05,item_1,152.16,36
2023-11-05,item_2,456.13,28
2023-11-06,item_1,152.99,31
2023-11-06,item_2,453.68,25
2023-11-07,item_1,147.73,35
2023-11-07,item_2,447.23,24
2023-11-08,item_1,145.73,33
2023-11-08,item_2,442.45,26
2023-11-09,item_1,154.5,48
2023-11-09,item_2,442.02,30
2023-11-10,item_1,149.03,44
2023-11-10,item_2,454.81,22
2023-11-11,item_1,149.25,46
2023-11-11,item_2,461.06,21
2023-11-12,item_1,153.98,44
2023-11-12,item_2,444.26,26
2023-11-13,item_1,151.67,35
2023-11-13,item_2,454.13,26
2023-11-14,item_1,151.37,38
2023-11-14,item_2,431.22,26
2023-11-15,item_1,156.5,44
2023-11-15,item_2,444.74,26
2023-11-16,item_1,148.07,35
2023-11-16,item_2,449.72,25
2023-11-17,item_1,152.78,45
2023-11-17,item_2,441.81,30
2023-11-18,item_1,150.17,41
2023-11-18,item_2,441.57,20
2023-11-19,item_1,150.81,41
2023-11-19,item_2,443.99,23
2023-11-20,item_1,154.59,46
2023-11-20,item_2,452.63,25
2023-11-21,item_1,151.52,45
2023-11-21,item_2,448.31,20
2023-11-22,item_1,151.61,42
2023-11-22,item_2,429.86,24
2023-11-23,item_1,153.22,50
2023-11-23,item_2,430.91,30
2023-11-24,item_1,148.91,39
2023-11-24,item_2,444.54,25
2023-11-25,item_1,147.48,48
2023-11-25,item_2,454.12,25
2023-11-26,item_1,146.87,48
2023-11-26,item_2,425.27,21
2023-11-27,item_1,144.1,44
2023-11-27,item_2,445.5,22
2023-11-28,item_1,156.17,47
2023-11-28,item_2,445.26,23
2023-11-29,item_1,146.69,40
2023-11-29,item_2,462.5,23
2023-11-30,item_1,149.34,51
2023-11-30,item_2,446.53,28
2023-12-01,item_1,149.17,46
2023-12-01,item_2,453.45,26
2023-12-02,item_1,150.92,45
2023-12-02,item_2,451.27,20
2023-12-03,item_1,152.45,53
2023-12-03,item_2,430.82,24
2023-12-04,item_1,152.58,45
2023-12-04,item_2,456.91,25
2023-12-05,item_1,148.25,41
2023-12-05,item_2,451.94,27
2023-12-06,item_1,149.5,41
2023-12-06,item_2,454.57,28
2023-12-07,item_1,150.85,52
2023-12-07,item_2,485.34,20
2023-12-08,item_1,149.25,43
2023-12-08,item_2,431.24,21
2023-12-09,item_1,154.82,59
2023-12-09,item_2,465.52,19
2023-12-10,item_1,151.47,40
2023-12-10,item_2,447.41,22
2023-12-11,item_1,152.2,59
2023-12-11,item_2,452.59,24
2023-12-12,item_1,151.99,52
2023-12-12,item_2,449.59,26
2023-12-13,item_1,153.52,51
2023-12-13,item_2,446.18,22
2023-12-14,item_1,150.54,50
2023-12-14,item_2,444.87,21
2023-12-15,item_1,146.11,55
2023-12-15,item_2,452.97,23
2023-12-16,item_1,151.2,53
2023-12-16,item_2,436.35,20
2023-12-17,item_1,148.05,59
2023-12-17,item_2,456.76,28
2023-12-18,item_1,148.41,55
2023-12-18,item_2,446.25,17
2023-12-19,item_1,151.76,55
2023-12-19,item_2,439.83,22
2023-12-20,item_1,153.71,53
2023-12-20,item_2,445.95,28
2023-12-21,item_1,150.06,55
2023-12-21,item_2,461.31,22
2023-12-22,item_1,150.93,57
2023-12-22,item_2,445.18,21
2023-12-23,item_1,155.11,48
2023-12-23,item_2,453.23,20
2023-12-24,item_1,150.72,50
2023-12-24,item_2,443.42,21
2023-12-25,item_1,157.81,61
2023-12-25,item_2,456.82,25
2023-12-26,item_1,151.7,58
2023-12-26,item_2,456.17,14
2023-12-27,item_1,144.72,57
2023-12-27,item_2,466.64,25
2023-12-28,item_1,152.26,58
2023-12-28,item_2,448.42,16
2023-12-29,item_1,151.14,60
2023-12-29,item_2,456.02,20
2023-12-30,item_1,153.87,56
2023-12-30,item_2,450.88,19
2023-12-31,item_1,152.02,56
2023-12-31,item_2,461.66,22
